#! FIELDS time theta_1 theta_2 theta_3
#! SET min_theta_2 -pi
#! SET max_theta_2 pi
#! SET min_theta_3 -pi
#! SET max_theta_3 pi
 57000.000000 1.502178 1.387404 0.192804
 57100.000000 1.281364 1.226500 0.160760
 57200.000000 1.370425 1.448960 0.166996
 57300.000000 1.384822 1.392203 0.239957
 57400.000000 1.420759 1.342366 0.253494
 57500.000000 1.315892 1.329477 0.292946
 57600.000000 1.416016 1.358305 0.156167
 57700.000000 1.423514 1.411214 0.166640
 57800.000000 1.474030 1.491876 0.360456
 57900.000000 1.280757 1.406100 0.327364
 58000.000000 1.392830 1.373323 0.206395
 58100.000000 1.311799 1.611066 0.434102
 58200.000000 1.370779 1.468017 0.314634
 58300.000000 1.348464 1.448499 0.125175
 58400.000000 1.343398 1.489659 0.195274
 58500.000000 1.301009 1.473959 0.246804
 58600.000000 1.413331 1.442941 0.241408
 58700.000000 1.314307 1.581396 0.205152
 58800.000000 1.401758 1.630958 0.379489
 58900.000000 1.446296 1.448517 0.323744
 59000.000000 1.391350 1.499790 0.390082
 59100.000000 1.353727 1.483611 0.387664
 59200.000000 1.323763 1.205780 0.364783
 59300.000000 1.460548 1.349475 0.409679
 59400.000000 1.316912 1.364885 0.243575
 59500.000000 1.481747 1.323345 0.251975
 59600.000000 1.437019 1.481964 0.344958
 59700.000000 1.537035 1.505254 0.439109
 59800.000000 1.381401 1.519599 0.370589
 59900.000000 1.411027 1.532305 0.394544
 60000.000000 1.294023 1.681252 0.486101
 60100.000000 1.226373 1.540484 0.293368
 60200.000000 1.233978 1.547256 0.254691
 60300.000000 1.370962 1.526853 0.301782
 60400.000000 1.433636 1.326363 0.261961
 60500.000000 1.361690 1.273926 0.289838
 60600.000000 1.299561 1.273180 0.328587
 60700.000000 1.349135 1.446570 0.208051
 60800.000000 1.344740 1.395963 0.254194
 60900.000000 1.433467 1.436220 0.182076
 61000.000000 1.441635 1.574724 0.232399
 61100.000000 1.419577 1.591519 0.219206
 61200.000000 1.444082 1.695094 0.292049
 61300.000000 1.516772 1.553069 0.379080
